"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 26 18:26:18 IST 2024","Mon Feb 26 18:26:24 IST 2024","5994","tests.test_suite_3","test_ui","TestUsersUI","","","Get leader details and verify",""
